OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,04-2018,28372,27499,55871
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,04-2018,13427,12923,26350
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,04-2018,11979,11132,23111
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,04-2018,5249,5426,10675
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,04-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,04-2018,613,485,1098
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,04-2018,4575,5035,9610
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,04-2018,4851,4316,9167
LATAM AIRLINES GROUP,CALAMA,LA SERENA,04-2018,3893,4579,8472
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,04-2018,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,04-2018,571,3288,3859
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,04-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,04-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,04-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,04-2018,145755,144304,290059
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,04-2018,105872,103999,209871
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,04-2018,89659,91604,181263
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,04-2018,81602,83142,164744
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,04-2018,71331,72875,144206
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,04-2018,73916,73342,147258
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,04-2018,69207,68278,137485
LATAM AIRLINES CHILE,SANTIAGO,ARICA,04-2018,50090,50347,100437
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,04-2018,42541,41603,84144
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,04-2018,17309,13070,30379
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,04-2018,31554,31715,63269
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,04-2018,23281,23726,47007
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,04-2018,21742,21179,42921
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,04-2018,15847,15733,31580
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,04-2018,7459,7396,14855
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,04-2018,6468,6452,12920
LATAM AIRLINES CHILE,ARICA,IQUIQUE,04-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,04-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,04-2018,68281,67288,135569
SKY AIRLINE,SANTIAGO,CALAMA,04-2018,61449,60412,121861
SKY AIRLINE,SANTIAGO,IQUIQUE,04-2018,59248,58420,117668
SKY AIRLINE,SANTIAGO,ARICA,04-2018,42387,41703,84090
SKY AIRLINE,SANTIAGO,TEMUCO,04-2018,39335,39395,78730
SKY AIRLINE,SANTIAGO,PUERTO MONTT,04-2018,39145,39426,78571
SKY AIRLINE,SANTIAGO,LA SERENA,04-2018,34333,34485,68818
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,04-2018,30533,29644,60177
SKY AIRLINE,SANTIAGO,CONCEPCION,04-2018,33060,32149,65209
SKY AIRLINE,SANTIAGO,COPIAPO,04-2018,25558,25533,51091
SKY AIRLINE,SANTIAGO,VALDIVIA,04-2018,21704,21849,43553
SKY AIRLINE,SANTIAGO,BALMACEDA,04-2018,16862,16324,33186
SKY AIRLINE,ANTOFAGASTA,LA SERENA,04-2018,13956,14350,28306
SKY AIRLINE,PUERTO MONTT,BALMACEDA,04-2018,12492,12303,24795
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,04-2018,10073,11302,21375
SKY AIRLINE,SANTIAGO,OSORNO,04-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,04-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,04-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,04-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,05-2018,149625,147852,297477
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,05-2018,149792,154431,304223
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,05-2018,100543,98763,199306
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,05-2018,50006,49681,99687
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,05-2018,39090,35327,74417
LATAM AIRLINES GROUP,SANTIAGO,ARICA,05-2018,42724,43316,86040
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,05-2018,7394,9994,17388
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,05-2018,36889,35941,72830
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,05-2018,14320,13708,28028
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,05-2018,14428,13428,27856
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,05-2018,5249,5426,10675
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,05-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,05-2018,1623,1552,3175
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,05-2018,4575,5035,9610
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,05-2018,6112,5089,11201
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,05-2018,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,05-2018,4640,5930,10570
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,05-2018,571,3288,3859
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,05-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,05-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,05-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,05-2018,174203,172224,346427
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,05-2018,135584,133102,268686
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,05-2018,111805,112976,224781
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,05-2018,94577,95585,190162
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,05-2018,91939,90906,182845
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,05-2018,90773,93084,183857
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,05-2018,84897,83547,168444
LATAM AIRLINES CHILE,SANTIAGO,ARICA,05-2018,60309,60639,120948
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,05-2018,50475,49479,99954
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,05-2018,19910,15016,34926
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,05-2018,28275,28604,56879
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,05-2018,35411,35564,70975
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,05-2018,26599,25863,52462
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,05-2018,18876,18546,37422
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,05-2018,9279,9335,18614
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,05-2018,7213,7398,14611
LATAM AIRLINES CHILE,ARICA,IQUIQUE,05-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,05-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,05-2018,83567,81870,165437
SKY AIRLINE,SANTIAGO,CALAMA,05-2018,76609,75294,151903
SKY AIRLINE,SANTIAGO,IQUIQUE,05-2018,71863,70878,142741
SKY AIRLINE,SANTIAGO,ARICA,05-2018,51844,51184,103028
SKY AIRLINE,SANTIAGO,TEMUCO,05-2018,49561,49243,98804
SKY AIRLINE,SANTIAGO,PUERTO MONTT,05-2018,49328,49324,98652
SKY AIRLINE,SANTIAGO,LA SERENA,05-2018,41145,41243,82388
SKY AIRLINE,SANTIAGO,CONCEPCION,05-2018,44971,43675,88646
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,05-2018,36252,35097,71349
SKY AIRLINE,SANTIAGO,COPIAPO,05-2018,31047,31074,62121
SKY AIRLINE,SANTIAGO,VALDIVIA,05-2018,25745,25871,51616
SKY AIRLINE,SANTIAGO,BALMACEDA,05-2018,19794,18871,38665
SKY AIRLINE,ANTOFAGASTA,LA SERENA,05-2018,17204,17624,34828
SKY AIRLINE,PUERTO MONTT,BALMACEDA,05-2018,15248,15222,30470
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,05-2018,12384,13596,25980
SKY AIRLINE,SANTIAGO,OSORNO,05-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,05-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,05-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,05-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,06-2018,176765,174766,351531
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,06-2018,173411,178307,351718
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,06-2018,120195,117905,238100
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,06-2018,58213,57919,116132
LATAM AIRLINES GROUP,SANTIAGO,ARICA,06-2018,50337,51415,101752
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,06-2018,42824,38658,81482
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,06-2018,7538,10159,17697
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,06-2018,44810,43651,88461
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,06-2018,17120,15785,32905
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,06-2018,15360,14589,29949
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,06-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,06-2018,5249,5426,10675
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,06-2018,1623,1552,3175
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,06-2018,7095,6021,13116
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,06-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,06-2018,4575,5035,9610
LATAM AIRLINES GROUP,CALAMA,LA SERENA,06-2018,5712,7026,12738
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,06-2018,571,3288,3859
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,06-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,06-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,06-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,06-2018,164100,161278,325378
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,06-2018,197393,195847,393240
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,06-2018,131851,132484,264335
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,06-2018,108049,107144,215193
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,06-2018,107200,110130,217330
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,06-2018,104754,105717,210471
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,06-2018,99677,98612,198289
LATAM AIRLINES CHILE,SANTIAGO,ARICA,06-2018,68588,69201,137789
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,06-2018,56335,55218,111553
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,06-2018,32317,32587,64904
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,06-2018,22484,17370,39854
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,06-2018,38910,39018,77928
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,06-2018,31091,30051,61142
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,06-2018,21479,21301,42780
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,06-2018,11268,11273,22541
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,06-2018,8238,8203,16441
LATAM AIRLINES CHILE,ARICA,IQUIQUE,06-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,06-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,06-2018,98059,95984,194043
SKY AIRLINE,SANTIAGO,CALAMA,06-2018,90847,89493,180340
SKY AIRLINE,SANTIAGO,IQUIQUE,06-2018,84212,83214,167426
SKY AIRLINE,SANTIAGO,ARICA,06-2018,61587,60924,122511
SKY AIRLINE,SANTIAGO,TEMUCO,06-2018,58960,58649,117609
SKY AIRLINE,SANTIAGO,PUERTO MONTT,06-2018,59093,58773,117866
SKY AIRLINE,SANTIAGO,LA SERENA,06-2018,48055,48040,96095
SKY AIRLINE,SANTIAGO,CONCEPCION,06-2018,56102,54389,110491
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,06-2018,41130,39827,80957
SKY AIRLINE,SANTIAGO,COPIAPO,06-2018,36486,36601,73087
SKY AIRLINE,SANTIAGO,VALDIVIA,06-2018,29721,29767,59488
SKY AIRLINE,SANTIAGO,BALMACEDA,06-2018,22144,21040,43184
SKY AIRLINE,ANTOFAGASTA,LA SERENA,06-2018,20295,20611,40906
SKY AIRLINE,PUERTO MONTT,BALMACEDA,06-2018,17781,17695,35476
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,06-2018,14684,15836,30520
SKY AIRLINE,SANTIAGO,OSORNO,06-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,06-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,06-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,06-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,07-2018,207670,205485,413155
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,07-2018,205768,212446,418214
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,07-2018,146700,144248,290948
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,07-2018,67539,67550,135089
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,07-2018,50084,44827,94911
LATAM AIRLINES GROUP,SANTIAGO,ARICA,07-2018,58478,60174,118652
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,07-2018,10022,13990,24012
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,07-2018,50868,50074,100942
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,07-2018,19927,18302,38229
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,07-2018,16264,15562,31826
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,07-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,07-2018,1766,1552,3318
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,07-2018,5249,5426,10675
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,07-2018,8015,6980,14995
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,07-2018,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,07-2018,6793,8224,15017
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,07-2018,4575,5035,9610
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,07-2018,1061,4535,5596
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,07-2018,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,07-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,07-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,07-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,07-2018,195103,192389,387492
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,07-2018,229137,226934,456071
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,07-2018,155159,157586,312745
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,07-2018,127918,127053,254971
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,07-2018,120176,122491,242667
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,07-2018,129645,132764,262409
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,07-2018,116954,115557,232511
LATAM AIRLINES CHILE,SANTIAGO,ARICA,07-2018,82095,83344,165439
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,07-2018,66901,66017,132918
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,07-2018,39487,40027,79514
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,07-2018,27950,22534,50484
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,07-2018,45949,45562,91511
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,07-2018,36265,35778,72043
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,07-2018,25454,25221,50675
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,07-2018,12926,12928,25854
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,07-2018,9037,9164,18201
LATAM AIRLINES CHILE,ARICA,IQUIQUE,07-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,07-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,07-2018,113819,111660,225479
SKY AIRLINE,SANTIAGO,CALAMA,07-2018,107380,106453,213833
SKY AIRLINE,SANTIAGO,IQUIQUE,07-2018,99783,99148,198931
SKY AIRLINE,SANTIAGO,ARICA,07-2018,73853,73437,147290
SKY AIRLINE,SANTIAGO,TEMUCO,07-2018,69296,68964,138260
SKY AIRLINE,SANTIAGO,PUERTO MONTT,07-2018,69326,68819,138145
SKY AIRLINE,SANTIAGO,CONCEPCION,07-2018,67612,65881,133493
SKY AIRLINE,SANTIAGO,LA SERENA,07-2018,56893,56878,113771
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,07-2018,48043,46847,94890
SKY AIRLINE,SANTIAGO,COPIAPO,07-2018,43689,43822,87511
SKY AIRLINE,SANTIAGO,VALDIVIA,07-2018,34003,34010,68013
SKY AIRLINE,SANTIAGO,BALMACEDA,07-2018,26145,24959,51104
SKY AIRLINE,ANTOFAGASTA,LA SERENA,07-2018,23897,24193,48090
SKY AIRLINE,PUERTO MONTT,BALMACEDA,07-2018,21901,22002,43903
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,07-2018,17028,18375,35403
SKY AIRLINE,SANTIAGO,OSORNO,07-2018,1918,1996,3914
SKY AIRLINE,CONCEPCION,CALAMA,07-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,07-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,07-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,08-2018,234673,230451,465124
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,08-2018,233459,239564,473023
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,08-2018,172045,168322,340367
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,08-2018,77466,77614,155080
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,08-2018,53686,48706,102392
LATAM AIRLINES GROUP,SANTIAGO,ARICA,08-2018,65071,66394,131465
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,08-2018,11699,15601,27300
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,08-2018,57600,56733,114333
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,08-2018,22615,20619,43234
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,08-2018,17350,16765,34115
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,08-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,08-2018,1766,1552,3318
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,08-2018,5249,5426,10675
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,08-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,08-2018,9075,8000,17075
LATAM AIRLINES GROUP,CALAMA,LA SERENA,08-2018,7744,9371,17115
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,08-2018,4575,5035,9610
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,08-2018,1450,4535,5985
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,08-2018,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,08-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,08-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,08-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,08-2018,225790,223038,448828
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,08-2018,257488,257180,514668
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,08-2018,176591,178596,355187
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,08-2018,146732,145421,292153
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,08-2018,150543,153913,304456
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,08-2018,133410,131914,265324
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,08-2018,133171,134938,268109
LATAM AIRLINES CHILE,SANTIAGO,ARICA,08-2018,95302,95978,191280
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,08-2018,74862,73675,148537
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,08-2018,46919,47495,94414
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,08-2018,31212,24592,55804
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,08-2018,50898,50941,101839
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,08-2018,40987,40016,81003
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,08-2018,28837,28478,57315
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,08-2018,14936,14789,29725
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,08-2018,9844,9925,19769
LATAM AIRLINES CHILE,ARICA,IQUIQUE,08-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,08-2018,489,0,489
LATAM AIRLINES CHILE,SANTIAGO,ISLA DE PASCUA,08-2018,278,0,278
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,08-2018,128773,126087,254860
SKY AIRLINE,SANTIAGO,CALAMA,08-2018,125996,124076,250072
SKY AIRLINE,SANTIAGO,IQUIQUE,08-2018,114979,113860,228839
SKY AIRLINE,SANTIAGO,ARICA,08-2018,85027,84354,169381
SKY AIRLINE,SANTIAGO,TEMUCO,08-2018,78842,78454,157296
SKY AIRLINE,SANTIAGO,PUERTO MONTT,08-2018,80848,80385,161233
SKY AIRLINE,SANTIAGO,CONCEPCION,08-2018,80147,78193,158340
SKY AIRLINE,SANTIAGO,LA SERENA,08-2018,64244,64223,128467
SKY AIRLINE,SANTIAGO,COPIAPO,08-2018,51388,51634,103022
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,08-2018,54328,53115,107443
SKY AIRLINE,SANTIAGO,VALDIVIA,08-2018,37666,37600,75266
SKY AIRLINE,SANTIAGO,BALMACEDA,08-2018,29075,27763,56838
SKY AIRLINE,ANTOFAGASTA,LA SERENA,08-2018,27289,27572,54861
SKY AIRLINE,PUERTO MONTT,BALMACEDA,08-2018,26069,26057,52126
SKY AIRLINE,SANTIAGO,OSORNO,08-2018,4164,4277,8441
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,08-2018,19518,20819,40337
SKY AIRLINE,CONCEPCION,CALAMA,08-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,08-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,08-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,09-2018,260256,254407,514663
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,09-2018,261629,268177,529806
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,09-2018,194305,190154,384459
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,09-2018,86194,86364,172558
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,09-2018,58931,54325,113256
LATAM AIRLINES GROUP,SANTIAGO,ARICA,09-2018,71978,73116,145094
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,09-2018,14091,17573,31664
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,09-2018,63536,62456,125992
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,09-2018,25444,23087,48531
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,09-2018,18777,18327,37104
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,09-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,09-2018,1766,1552,3318
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,09-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,09-2018,9941,9103,19044
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,09-2018,5412,5567,10979
LATAM AIRLINES GROUP,CALAMA,LA SERENA,09-2018,8918,10502,19420
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,09-2018,4575,5035,9610
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,09-2018,2000,4535,6535
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,09-2018,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,09-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,09-2018,1708,1674,3382
LATAM AIRLINES GROUP,ARICA,IQUIQUE,09-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,09-2018,255062,251923,506985
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,09-2018,287207,288209,575416
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,09-2018,195578,197683,393261
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,09-2018,164493,163168,327661
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,09-2018,169272,173010,342282
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,09-2018,149272,147770,297042
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,09-2018,147782,149240,297022
LATAM AIRLINES CHILE,SANTIAGO,ARICA,09-2018,106352,106883,213235
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,09-2018,83724,82663,166387
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,09-2018,54097,54837,108934
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,09-2018,34338,26572,60910
