OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,03-2022,16553,14669,31222
SKY AIRLINE,SANTIAGO,PUERTO MONTT,03-2022,10885,9879,20764
SKY AIRLINE,SANTIAGO,CALAMA,03-2022,12484,11890,24374
SKY AIRLINE,SANTIAGO,LA SERENA,03-2022,10501,10950,21451
SKY AIRLINE,SANTIAGO,TEMUCO,03-2022,9482,8831,18313
SKY AIRLINE,SANTIAGO,VALDIVIA,03-2022,8371,7637,16008
SKY AIRLINE,SANTIAGO,OSORNO,03-2022,8576,7635,16211
SKY AIRLINE,SANTIAGO,ARICA,03-2022,8304,8164,16468
SKY AIRLINE,SANTIAGO,COPIAPO,03-2022,8932,8405,17337
SKY AIRLINE,SANTIAGO,CONCEPCION,03-2022,9865,9211,19076
SKY AIRLINE,PUERTO MONTT,BALMACEDA,03-2022,4510,4691,9201
SKY AIRLINE,SANTIAGO,BALMACEDA,03-2022,5601,4868,10469
SKY AIRLINE,ANTOFAGASTA,LA SERENA,03-2022,4051,3836,7887
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,03-2022,3469,4057,7526
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,03-2022,3828,3847,7675
SKY AIRLINE,SANTIAGO,PUERTO NATALES,03-2022,2505,2536,5041
SKY AIRLINE,IQUIQUE,LA SERENA,03-2022,2306,2009,4315
SKY AIRLINE,CALAMA,LA SERENA,03-2022,2727,1967,4694
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,03-2022,1442,1589,3031
SKY AIRLINE,IQUIQUE,CONCEPCION,03-2022,348,113,461
SKY AIRLINE,COPIAPO,CONCEPCION,03-2022,267,262,529
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,03-2022,,,
SKY AIRLINE,ANTOFAGASTA,CALAMA,03-2022,0,86,86
SKY AIRLINE,CONCEPCION,CALAMA,03-2022,0,0,0
SKY AIRLINE,OSORNO,VALDIVIA,03-2022,0,0,0
SKY AIRLINE,CONCEPCION,PUERTO MONTT,03-2022,0,0,0
SKY AIRLINE,COPIAPO,LA SERENA,03-2022,0,0,0
SKY AIRLINE,ARICA,IQUIQUE,03-2022,,,
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,03-2022,0,0,0
SKY AIRLINE,CONCEPCION,TEMUCO,03-2022,0,0,0
SKY AIRLINE,IQUIQUE,CALAMA,03-2022,0,0,0
SKY AIRLINE,CONCEPCION,OSORNO,03-2022,0,0,0
SKY AIRLINE,ARICA,CALAMA,03-2022,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,03-2022,,,
JETSMART SPA,SANTIAGO,ANTOFAGASTA,03-2022,7107,7399,14506
JETSMART SPA,SANTIAGO,CALAMA,03-2022,7051,6748,13799
JETSMART SPA,SANTIAGO,PUERTO MONTT,03-2022,5738,5063,10801
JETSMART SPA,CALAMA,LA SERENA,03-2022,6574,6286,12860
JETSMART SPA,SANTIAGO,IQUIQUE,03-2022,4539,4199,8738
JETSMART SPA,ANTOFAGASTA,LA SERENA,03-2022,5139,5032,10171
JETSMART SPA,CONCEPCION,CALAMA,03-2022,4851,4938,9789
JETSMART SPA,ANTOFAGASTA,CONCEPCION,03-2022,4019,4075,8094
JETSMART SPA,SANTIAGO,TEMUCO,03-2022,4605,4115,8720
JETSMART SPA,SANTIAGO,PUNTA ARENAS,03-2022,2732,3192,5924
JETSMART SPA,SANTIAGO,CONCEPCION,03-2022,4959,4449,9408
JETSMART SPA,SANTIAGO,LA SERENA,03-2022,3642,2922,6564
JETSMART SPA,SANTIAGO,ARICA,03-2022,2557,2274,4831
JETSMART SPA,IQUIQUE,LA SERENA,03-2022,2829,2644,5473
JETSMART SPA,IQUIQUE,CONCEPCION,03-2022,3388,2959,6347
JETSMART SPA,SANTIAGO,VALDIVIA,03-2022,2759,2478,5237
JETSMART SPA,SANTIAGO,COPIAPO,03-2022,1800,1853,3653
JETSMART SPA,SANTIAGO,BALMACEDA,03-2022,941,698,1639
JETSMART SPA,ARICA,LA SERENA,03-2022,1667,1473,3140
JETSMART SPA,TEMUCO,PUNTA ARENAS,03-2022,925,1220,2145
JETSMART SPA,SANTIAGO,CASTRO,03-2022,1167,926,2093
JETSMART SPA,SANTIAGO,PUERTO NATALES,03-2022,1215,1119,2334
JETSMART SPA,TEMUCO,BALMACEDA,03-2022,1143,1031,2174
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,03-2022,388,663,1051
JETSMART SPA,CONCEPCION,PUERTO MONTT,03-2022,1147,1103,2250
JETSMART SPA,CONCEPCION,BALMACEDA,03-2022,842,819,1661
JETSMART SPA,PUNTA ARENAS,CASTRO,03-2022,1085,598,1683
JETSMART SPA,CONCEPCION,PUNTA ARENAS,03-2022,468,508,976
JETSMART SPA,PUERTO MONTT,BALMACEDA,03-2022,640,473,1113
JETSMART SPA,ARICA,CONCEPCION,03-2022,122,90,212
JETSMART SPA,CONCEPCION,LA SERENA,03-2022,0,0,0
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,03-2022,0,0,0
JETSMART SPA,CONCEPCION,CASTRO,03-2022,0,0,0
JETSMART SPA,ANTOFAGASTA,TEMUCO,03-2022,,,
JETSMART SPA,TEMUCO,CASTRO,03-2022,0,0,0
JETSMART SPA,ARICA,ANTOFAGASTA,03-2022,0,0,0
JETSMART SPA,PUNTA ARENAS,PUERTO NATALES,03-2022,0,0,0
JETSMART SPA,ANTOFAGASTA,IQUIQUE,03-2022,,,
JETSMART SPA,PUERTO MONTT,TEMUCO,03-2022,,,
JETSMART SPA,BALMACEDA,PUNTA ARENAS,03-2022,0,0,0
JETSMART SPA,ARICA,CALAMA,03-2022,,,
JETSMART SPA,CALAMA,COPIAPO,03-2022,,,
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,03-2022,1934,1855,3789
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,03-2022,1060,1148,2208
AEROVIAS D.A.P.,SANTIAGO,PICA,03-2022,891,829,1720
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,03-2022,399,530,929
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,03-2022,336,158,494
AEROVIAS D.A.P.,LA SERENA,PICA,03-2022,363,476,839
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,03-2022,308,251,559
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,03-2022,388,314,702
AEROVIAS D.A.P.,SANTIAGO,PUERTO WILLIAMS,03-2022,,,
AEROVIAS D.A.P.,IQUIQUE,PICA,03-2022,106,0,106
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,03-2022,0,88,88
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,03-2022,39,42,81
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,03-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,03-2022,58,95,153
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,03-2022,2,41,43
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,03-2022,0,74,74
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,03-2022,0,32,32
AEROVIAS D.A.P.,COPIAPO,EL SALVADOR,03-2022,,,
AEROVIAS D.A.P.,PUERTO NATALES,COCHRANE,03-2022,4,4,8
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,03-2022,,,
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,03-2022,0,9,9
AEROVIAS D.A.P.,SANTIAGO,CHAITEN,03-2022,5,0,5
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,03-2022,3,2,5
AEROVIAS D.A.P.,SANTIAGO,BALMACEDA,03-2022,,,
AEROVIAS D.A.P.,SANTIAGO,PUCON,03-2022,,,
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,03-2022,0,1,1
AEROVIAS D.A.P.,SANTIAGO,CALAMA,03-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,03-2022,0,0,0
AEROVIAS D.A.P.,PORVENIR,SOBREVUELO,03-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,03-2022,,,
AEROVIAS D.A.P.,ARICA,IQUIQUE,03-2022,,,
AEROVIAS D.A.P.,ARICA,PICA,03-2022,,,
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,03-2022,,,
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,03-2022,0,0,0
ONE SPA,SANTIAGO,CALAMA,03-2022,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,03-2022,,,
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,04-2022,80131,83615,163746
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,04-2022,53748,54593,108341
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,04-2022,28770,29550,58320
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,04-2022,21907,23994,45901
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,04-2022,8569,8598,17167
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,04-2022,54281,54345,108626
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,04-2022,25310,27435,52745
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,04-2022,7382,7644,15026
LATAM AIRLINES GROUP,SANTIAGO,ARICA,04-2022,5801,6732,12533
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,04-2022,26844,26580,53424
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,04-2022,0,3234,3234
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,04-2022,17015,16975,33990
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,04-2022,1705,1534,3239
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,04-2022,3713,3496,7209
LATAM AIRLINES GROUP,SANTIAGO,OSORNO,04-2022,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,04-2022,2719,3227,5946
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,04-2022,5594,6585,12179
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,04-2022,4354,4197,8551
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,04-2022,0,0,0
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,04-2022,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,04-2022,0,0,0
LATAM AIRLINES GROUP,CONCEPCION,CALAMA,04-2022,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,04-2022,268,16,284
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,04-2022,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,04-2022,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,04-2022,32640,32607,65247
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,04-2022,22825,21710,44535
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,04-2022,19545,19119,38664
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,04-2022,35749,34293,70042
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,04-2022,32543,32341,64884
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,04-2022,33367,33451,66818
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,04-2022,3508,4020,7528
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,04-2022,17068,13790,30858
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,04-2022,14596,11964,26560
LATAM AIRLINES CHILE,SANTIAGO,ARICA,04-2022,22092,22079,44171
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,04-2022,6150,6444,12594
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,04-2022,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,04-2022,5524,5263,10787
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,04-2022,3401,2975,6376
LATAM AIRLINES CHILE,SANTIAGO,CASTRO,04-2022,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,04-2022,1945,1696,3641
LATAM AIRLINES CHILE,ANTOFAGASTA,CONCEPCION,04-2022,0,0,0
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,04-2022,0,0,0
LATAM AIRLINES CHILE,CALAMA,LA SERENA,04-2022,0,0,0
LATAM AIRLINES CHILE,ANTOFAGASTA,CALAMA,04-2022,41,0,41
SKY AIRLINE,SANTIAGO,IQUIQUE,04-2022,19322,19469,38791
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,04-2022,27902,27240,55142
SKY AIRLINE,SANTIAGO,CALAMA,04-2022,27260,29346,56606
SKY AIRLINE,SANTIAGO,PUERTO MONTT,04-2022,20587,18623,39210
SKY AIRLINE,SANTIAGO,LA SERENA,04-2022,16420,18513,34933
SKY AIRLINE,SANTIAGO,TEMUCO,04-2022,15307,15524,30831
SKY AIRLINE,SANTIAGO,COPIAPO,04-2022,9156,9437,18593
SKY AIRLINE,SANTIAGO,ARICA,04-2022,15243,15238,30481
SKY AIRLINE,SANTIAGO,CONCEPCION,04-2022,10748,10195,20943
SKY AIRLINE,SANTIAGO,VALDIVIA,04-2022,12238,12420,24658
SKY AIRLINE,SANTIAGO,OSORNO,04-2022,13966,13765,27731
SKY AIRLINE,PUERTO MONTT,BALMACEDA,04-2022,9179,9515,18694
SKY AIRLINE,SANTIAGO,BALMACEDA,04-2022,9523,9233,18756
SKY AIRLINE,ANTOFAGASTA,LA SERENA,04-2022,11232,9490,20722
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,04-2022,10077,10532,20609
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,04-2022,5878,5715,11593
SKY AIRLINE,IQUIQUE,LA SERENA,04-2022,2305,2602,4907
SKY AIRLINE,CALAMA,LA SERENA,04-2022,5664,5488,11152
SKY AIRLINE,SANTIAGO,PUERTO NATALES,04-2022,4373,4285,8658
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,04-2022,2015,2283,4298
SKY AIRLINE,IQUIQUE,CONCEPCION,04-2022,0,0,0
SKY AIRLINE,COPIAPO,CONCEPCION,04-2022,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,04-2022,0,25,25
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,04-2022,38,0,38
SKY AIRLINE,CONCEPCION,CALAMA,04-2022,1983,2069,4052
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,04-2022,376,410,786
SKY AIRLINE,OSORNO,VALDIVIA,04-2022,60,208,268
SKY AIRLINE,ARICA,IQUIQUE,04-2022,140,82,222
SKY AIRLINE,CONCEPCION,PUERTO MONTT,04-2022,0,137,137
SKY AIRLINE,COPIAPO,LA SERENA,04-2022,92,0,92
SKY AIRLINE,CALAMA,COPIAPO,04-2022,38,35,73
SKY AIRLINE,IQUIQUE,CALAMA,04-2022,35,34,69
SKY AIRLINE,CONCEPCION,TEMUCO,04-2022,50,0,50
SKY AIRLINE,TEMUCO,OSORNO,04-2022,44,0,44
SKY AIRLINE,ARICA,COPIAPO,04-2022,38,0,38
SKY AIRLINE,CONCEPCION,OSORNO,04-2022,29,0,29
SKY AIRLINE,ARICA,CALAMA,04-2022,0,11,11
SKY AIRLINE,TEMUCO,VALDIVIA,04-2022,4,0,4
JETSMART SPA,SANTIAGO,ANTOFAGASTA,04-2022,21876,22454,44330
JETSMART SPA,SANTIAGO,CALAMA,04-2022,13785,14102,27887
JETSMART SPA,SANTIAGO,PUERTO MONTT,04-2022,8336,8053,16389
JETSMART SPA,CALAMA,LA SERENA,04-2022,14176,13231,27407
JETSMART SPA,ANTOFAGASTA,LA SERENA,04-2022,13141,12841,25982
JETSMART SPA,SANTIAGO,IQUIQUE,04-2022,6879,7161,14040
JETSMART SPA,CONCEPCION,CALAMA,04-2022,10804,11568,22372
JETSMART SPA,ANTOFAGASTA,CONCEPCION,04-2022,12302,10977,23279
JETSMART SPA,SANTIAGO,TEMUCO,04-2022,8043,7380,15423
JETSMART SPA,SANTIAGO,CONCEPCION,04-2022,7489,7585,15074
JETSMART SPA,SANTIAGO,PUNTA ARENAS,04-2022,5647,6581,12228
JETSMART SPA,SANTIAGO,LA SERENA,04-2022,9829,9117,18946
JETSMART SPA,SANTIAGO,ARICA,04-2022,5275,6093,11368
JETSMART SPA,IQUIQUE,LA SERENA,04-2022,5887,5613,11500
JETSMART SPA,IQUIQUE,CONCEPCION,04-2022,6125,5491,11616
JETSMART SPA,SANTIAGO,VALDIVIA,04-2022,3551,3452,7003
JETSMART SPA,SANTIAGO,COPIAPO,04-2022,6147,5685,11832
JETSMART SPA,ARICA,LA SERENA,04-2022,3339,3159,6498
JETSMART SPA,SANTIAGO,BALMACEDA,04-2022,2222,2629,4851
JETSMART SPA,SANTIAGO,CASTRO,04-2022,3600,3344,6944
JETSMART SPA,TEMUCO,PUNTA ARENAS,04-2022,1293,1527,2820
JETSMART SPA,SANTIAGO,PUERTO NATALES,04-2022,1575,2048,3623
JETSMART SPA,CONCEPCION,PUERTO MONTT,04-2022,1055,986,2041
JETSMART SPA,TEMUCO,BALMACEDA,04-2022,1858,1758,3616
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,04-2022,977,1135,2112
JETSMART SPA,CONCEPCION,BALMACEDA,04-2022,2336,2394,4730
JETSMART SPA,CONCEPCION,PUNTA ARENAS,04-2022,2508,2799,5307
JETSMART SPA,PUNTA ARENAS,CASTRO,04-2022,1282,1094,2376
JETSMART SPA,PUERTO MONTT,BALMACEDA,04-2022,314,265,579
JETSMART SPA,ARICA,CONCEPCION,04-2022,1641,1598,3239
JETSMART SPA,CONCEPCION,LA SERENA,04-2022,1978,1885,3863
JETSMART SPA,ANTOFAGASTA,IQUIQUE,04-2022,84,23,107
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,04-2022,1037,1305,2342
JETSMART SPA,CONCEPCION,CASTRO,04-2022,757,738,1495
JETSMART SPA,ANTOFAGASTA,TEMUCO,04-2022,553,604,1157
JETSMART SPA,TEMUCO,CASTRO,04-2022,386,334,720
JETSMART SPA,ARICA,ANTOFAGASTA,04-2022,292,346,638
JETSMART SPA,PUNTA ARENAS,PUERTO NATALES,04-2022,123,0,123
JETSMART SPA,PUERTO MONTT,TEMUCO,04-2022,6,8,14
JETSMART SPA,BALMACEDA,PUNTA ARENAS,04-2022,0,0,0
JETSMART SPA,ARICA,CALAMA,04-2022,0,0,0
JETSMART SPA,CALAMA,COPIAPO,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,04-2022,1804,1976,3780
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,04-2022,1465,1535,3000
AEROVIAS D.A.P.,SANTIAGO,PICA,04-2022,2733,2343,5076
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,04-2022,755,773,1528
AEROVIAS D.A.P.,LA SERENA,PICA,04-2022,1330,1678,3008
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,04-2022,158,129,287
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,04-2022,168,116,284
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,04-2022,8,7,15
AEROVIAS D.A.P.,SANTIAGO,PUERTO WILLIAMS,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,04-2022,5,372,377
AEROVIAS D.A.P.,IQUIQUE,PICA,04-2022,131,1,132
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,04-2022,4,1,5
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,04-2022,111,0,111
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,04-2022,0,75,75
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,04-2022,0,0,0
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,04-2022,311,405,716
AEROVIAS D.A.P.,COPIAPO,EL SALVADOR,04-2022,0,0,0
AEROVIAS D.A.P.,EL SALVADOR,LA SERENA,04-2022,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,COCHRANE,04-2022,0,0,0
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,04-2022,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,PUCON,04-2022,0,0,0
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CHAITEN,04-2022,0,0,0
AEROVIAS D.A.P.,SANTIAGO,BALMACEDA,04-2022,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,04-2022,0,6,6
AEROVIAS D.A.P.,SANTIAGO,CALAMA,04-2022,18,14,32
AEROVIAS D.A.P.,SANTIAGO,ANTOFAGASTA,04-2022,9,0,9
AEROVIAS D.A.P.,PORVENIR,SOBREVUELO,04-2022,0,9,9
AEROVIAS D.A.P.,PUNTA ARENAS,CERRO SOMBRERO,04-2022,0,5,5
AEROVIAS D.A.P.,SANTIAGO,TEMUCO,04-2022,2,0,2
AEROVIAS D.A.P.,ARICA,IQUIQUE,04-2022,0,0,0
AEROVIAS D.A.P.,ARICA,PICA,04-2022,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,04-2022,0,0,0
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,04-2022,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,04-2022,0,0,0
ONE SPA,SANTIAGO,CALAMA,04-2022,0,0,0
ONE SPA,SANTIAGO,IQUIQUE,04-2022,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,05-2022,67283,68318,135601
LATAM AIRLINES GROUP,SANTIAGO,ARICA,05-2022,5801,6732,12533
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,05-2022,1122,3974,5096
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,05-2022,67820,69439,137259
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,05-2022,4832,4343,9175
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,05-2022,34412,35387,69799
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,05-2022,34993,34587,69580
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,05-2022,101344,106449,207793
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,05-2022,276,22,298
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,05-2022,8698,9111,17809
LATAM AIRLINES GROUP,SANTIAGO,OSORNO,05-2022,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,05-2022,37807,38872,76679
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,05-2022,2719,3227,5946
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,05-2022,26963,28197,55160
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,05-2022,8569,8598,17167
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,05-2022,1705,1534,3239
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,05-2022,5265,5037,10302
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,05-2022,12,13,25
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,05-2022,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,05-2022,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,05-2022,7475,8371,15846
LATAM AIRLINES GROUP,CONCEPCION,CALAMA,05-2022,0,0,0
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,05-2022,0,0,0
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,05-2022,21079,21203,42282
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,05-2022,0,0,0
LATAM AIRLINES GROUP,CALAMA,LA SERENA,05-2022,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,05-2022,47389,45343,92732
LATAM AIRLINES CHILE,SANTIAGO,ARICA,05-2022,29028,28920,57948
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,05-2022,16387,13566,29953
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,05-2022,41125,40334,81459
LATAM AIRLINES CHILE,SANTIAGO,CASTRO,05-2022,0,0,0
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,05-2022,27265,27204,54469
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,05-2022,6150,6444,12594
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,05-2022,19783,15257,35040
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,05-2022,38298,37845,76143
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,05-2022,1945,1696,3641
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,05-2022,24030,23233,47263
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,05-2022,3508,4020,7528
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,05-2022,41974,41891,83865
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,05-2022,7258,6966,14224
LATAM AIRLINES CHILE,ANTOFAGASTA,CALAMA,05-2022,41,0,41
LATAM AIRLINES CHILE,ANTOFAGASTA,CONCEPCION,05-2022,0,0,0
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,05-2022,0,0,0
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,05-2022,4329,3718,8047
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,05-2022,0,0,0
LATAM AIRLINES CHILE,CONCEPCION,CALAMA,05-2022,0,0,0
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,05-2022,0,0,0
LATAM AIRLINES CHILE,IQUIQUE,CONCEPCION,05-2022,0,0,0
LATAM AIRLINES CHILE,CALAMA,LA SERENA,05-2022,0,0,0
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,05-2022,33464,32576,66040
SKY AIRLINE,SANTIAGO,ARICA,05-2022,17121,16817,33938
SKY AIRLINE,SANTIAGO,BALMACEDA,05-2022,10638,10151,20789
SKY AIRLINE,SANTIAGO,CALAMA,05-2022,32317,35003,67320
SKY AIRLINE,SANTIAGO,CONCEPCION,05-2022,12355,11738,24093
SKY AIRLINE,SANTIAGO,COPIAPO,05-2022,10123,10561,20684
SKY AIRLINE,SANTIAGO,IQUIQUE,05-2022,22334,22886,45220
SKY AIRLINE,SANTIAGO,LA SERENA,05-2022,18200,20436,38636
SKY AIRLINE,SANTIAGO,OSORNO,05-2022,16378,15917,32295
SKY AIRLINE,SANTIAGO,PUERTO MONTT,05-2022,25404,22928,48332
SKY AIRLINE,SANTIAGO,PUERTO NATALES,05-2022,4373,4285,8658
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,05-2022,6614,6317,12931
SKY AIRLINE,SANTIAGO,TEMUCO,05-2022,17107,17197,34304
SKY AIRLINE,SANTIAGO,VALDIVIA,05-2022,13996,14201,28197
SKY AIRLINE,ANTOFAGASTA,CALAMA,05-2022,21,25,46
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,05-2022,844,941,1785
SKY AIRLINE,ANTOFAGASTA,IQUIQUE,05-2022,38,0,38
